,Player,T20_Span,T20_Matches,T20_Innings,T20_OVERS,T20_MAIDENS,T20_RUNS_given,T20_WICKETS,T20_BESTFIGURE,T20_BOWL_AVERAGE,T20_ECONOMY,T20_SR,T20_4_WKTS,T20_5_WKTS
252,Sami Sohail (MWI),2019-2021,13,13,42.5,3,270,20,4/18,13.50,6.30,12.8,1,0
253,Shafiul Islam (BAN),2010-2020,20,20,66.4,1,532,20,3/36,26.60,7.98,20.0,0,0
254,PR Stirling (IRE),2009-2022,102,42,91.0,1,679,20,3/21,33.95,7.46,27.3,0,0
255,J Theron (SA/USA),2010-2021,13,13,46.2,0,340,20,4/27,17.00,7.33,13.9,1,0
256,Umar Adam (Mald),2019-2021,18,15,49.0,0,359,20,3/17,17.95,7.32,14.7,0,0
257,C Viljoen (NAM),2019-2019,12,12,37.1,0,236,20,5/9,11.80,6.34,11.1,1,1
258,B Ward (JER),2019-2021,19,19,63.2,3,358,20,4/18,17.90,5.65,19.0,1,0
259,NW Bracken (AUS),2006-2009,19,19,62.5,2,438,19,3/11,23.05,6.97,19.8,0,0
260,GJ Delany (IRE),2019-2022,37,25,69.0,1,526,19,2/21,27.68,7.62,21.7,0,0
261,H Fennell (Arg),2019-2021,11,11,30.5,1,196,19,6/18,10.31,6.35,9.7,1,1
262,DJ Hussey (AUS),2008-2012,39,25,60.1,1,392,19,3/25,20.63,6.51,19.0,0,0
263,ST Jayasuriya (SL),2006-2011,31,24,61.5,0,456,19,3/21,24.00,7.37,19.5,0,0
264,OC McCoy (WI),2019-2021,13,12,42.0,0,320,19,4/22,16.84,7.61,13.2,2,0
265,SA Okpe (NGA),2019-2021,16,14,36.2,2,189,19,3/12,9.94,5.20,11.4,0,0
266,JDP Oram (NZ),2005-2012,36,32,91.0,0,793,19,3/33,41.73,8.71,28.7,0,0
267,Sahir Naqash (GER),2019-2021,21,18,46.0,0,323,19,3/30,17.00,7.02,14.5,0,0
268,Shoaib Akhtar (PAK),2006-2010,15,15,53.0,3,432,19,3/38,22.73,8.15,16.7,0,0
269,BA Stokes (ENG),2011-2021,34,28,81.4,1,717,19,3/26,37.73,8.77,25.7,0,0
270,Syazrul Idrus (MAL),2019-2022,13,13,45.0,0,353,19,3/17,18.57,7.84,14.2,0,0
271,Tanwir Afzal (HKG),2014-2016,21,21,71.0,2,509,19,2/8,26.78,7.16,22.4,0,0
272,JM Anderson (ENG),2007-2009,19,19,70.2,1,552,18,3/23,30.66,7.84,23.4,0,0
273,SJ Benn (WI),2008-2016,24,24,84.0,3,606,18,4/6,33.66,7.21,28.0,1,0
274,PW Borren (NED),2008-2017,43,30,87.4,0,603,18,2/19,33.50,6.87,29.2,0,0
275,CRD Fernando (SL),2006-2016,18,18,63.0,3,464,18,3/19,25.77,7.36,21.0,0,0
276,HMRKB Herath (SL),2011-2016,17,17,60.5,3,373,18,5/3,20.72,6.13,20.2,0,1
277,Izatullah Dawlatzai (AFG/GER),2012-2020,16,16,54.5,0,382,18,3/23,21.22,6.96,18.2,0,0
278,EJB Miles (JER),2019-2021,17,17,48.0,0,319,18,3/10,17.72,6.64,16.0,0,0
279,Mohammed Shami (INDIA),2014-2021,17,17,59.3,1,568,18,3/15,31.55,9.54,19.8,0,0
280,Naveen-ul-Haq (AFG),2019-2021,13,13,43.0,0,330,18,3/21,18.33,7.67,14.3,0,0
281,A Nortje (SA),2019-2021,16,16,58.2,0,394,18,3/8,21.88,6.75,19.4,0,0
282,Nouman Sarwar (QAT),2019-2019,14,13,34.5,1,267,18,4/14,14.83,7.66,11.6,1,0
283,K Santokie (WI),2011-2014,12,12,40.5,0,278,18,4/21,15.44,6.80,13.6,1,0
284,MD Shanaka (SL),2015-2022,65,32,54.0,0,422,18,3/16,23.44,7.81,18.0,0,0
285,SB Styris (NZ),2005-2010,31,21,51.3,0,349,18,3/5,19.38,6.77,17.1,0,0
286,Tamoor Sajjad (QAT),2019-2020,16,16,58.1,1,398,18,3/11,22.11,6.84,19.3,0,0
287,SR Thompson (IRE),2014-2019,41,30,79.0,0,670,18,4/18,37.22,8.48,26.3,1,0
288,LL Tsotsobe (SA),2009-2014,23,23,78.0,2,541,18,3/16,30.05,6.93,26.0,0,0
289,HA Varaiya (KENYA),2007-2013,25,24,77.2,2,461,18,2/10,25.61,5.96,25.7,0,0
290,LJ Wright (ENG),2007-2014,51,23,55.0,0,465,18,2/24,25.83,8.45,18.3,0,0
291,Ashiqullah Said (Belg),2019-2021,12,12,44.0,0,251,17,3/15,14.76,5.70,15.5,0,0
292,Bilal Hassun (UGA),2021-2021,11,10,33.1,1,226,17,4/17,13.29,6.81,11.7,1,0
293,AB Dinda (INDIA),2009-2012,9,9,30.0,1,245,17,4/19,14.41,8.16,10.5,1,0
294,Ibrahim Hassan (Mald),2019-2021,18,18,56.0,1,454,17,5/24,26.70,8.10,19.7,0,1
295,Janak Prakash (SGP),2019-2020,15,15,49.4,1,362,17,3/15,21.29,7.28,17.5,0,0
296,Z Khan (INDIA),2006-2012,17,17,58.4,0,448,17,4/19,26.35,7.63,20.7,1,0
297,CK Langeveldt (SA),2005-2010,9,9,33.0,0,241,17,4/19,14.17,7.30,11.6,1,0
298,R McLaren (SA),2009-2014,12,12,43.5,0,332,17,5/19,19.52,7.57,15.4,0,1
299,Mohammad Hasnain (PAK),2019-2021,18,17,66.0,0,522,17,3/37,30.70,7.90,23.2,0,0
300,Mohammad Wasim (1) (PAK),2021-2022,11,11,33.2,0,270,17,4/40,15.88,8.10,11.7,1,0
301,R Ngarava (ZIM),2019-2021,18,18,67.4,4,549,17,2/13,32.29,8.11,23.8,0,0
302,SPD Smith (AUS),2010-2022,54,17,48.3,1,377,17,3/20,22.17,7.77,17.1,0,0
303,VP Thamotharam (MLT),2020-2021,20,19,61.1,0,460,17,3/25,27.05,7.52,21.5,0,0
304,RJ Trott (BMUDA),2008-2021,21,19,59.3,1,388,17,4/15,22.82,6.52,21.0,1,0
305,P Useni (NGA),2021-2021,16,16,48.5,2,311,17,3/7,18.29,6.36,17.2,0,0
306,Anwar Rahman (MAL),2019-2021,15,14,42.4,1,253,16,4/16,15.81,5.92,16.0,1,0
307,RS Bopara (ENG),2008-2014,38,21,53.4,1,387,16,4/10,24.18,7.21,20.1,1,0
308,E Chigumbura (ZIM),2006-2020,57,21,46.0,0,427,16,4/31,26.68,9.28,17.2,1,0
309,PD Collingwood (ENG/World),2005-2017,36,20,39.0,0,347,16,4/22,21.68,8.89,14.6,1,0
310,M Cope (LUX),2019-2021,10,10,35.4,0,321,16,3/16,20.06,9.00,13.3,0,0
311,SM Curran (ENG),2019-2021,16,16,46.0,1,365,16,3/28,22.81,7.93,17.2,0,0
312,GD Drummond (SCOT),2008-2013,17,17,55.0,1,381,16,3/20,23.81,6.92,20.6,0,0
313,MG Erasmus (NAM),2019-2022,33,15,45.1,0,249,16,3/12,15.56,5.51,16.9,0,0
314,SC Getkate (IRE),2019-2022,30,21,55.0,0,463,16,3/20,28.93,8.41,20.6,0,0
315,K Irakoze (RWN),2021-2021,11,11,39.3,2,244,16,4/21,15.25,6.17,14.8,1,0
316,SC Kuggeleijn (NZ),2019-2021,18,17,53.5,0,471,16,3/27,29.43,8.74,20.1,0,0
317,A Mishra (INDIA),2010-2017,10,10,38.0,1,240,16,3/24,15.00,6.31,14.2,0,0
318,Mohammad Irfan (PAK),2012-2019,22,22,75.3,0,562,16,2/18,35.12,7.44,28.3,0,0
319,IO Okpe (NGA),2019-2021,20,20,60.5,2,450,16,2/12,28.12,7.39,22.8,0,0
320,JS Patel (NZ),2005-2008,11,10,33.1,1,269,16,3/20,16.81,8.11,12.4,0,0
321,NK Patel (USA),2019-2021,12,12,40.0,1,207,16,4/17,12.93,5.17,15.0,1,0
322,Yasir Ali (ESP),2019-2022,18,14,39.4,0,236,16,3/18,14.75,5.94,14.8,0,0
323,Yasir Arafat (PAK),2007-2012,13,13,39.2,0,316,16,3/18,19.75,8.03,14.7,0,0
324,Abdul Wahid (Saudi),2019-2021,12,12,38.0,1,254,15,4/14,16.93,6.68,15.2,1,0
325,Aftab Hussain (HKG),2020-2020,9,9,34.0,1,225,15,3/14,15.00,6.61,13.6,0,0
326,RG Aga (KENYA),2008-2013,20,19,48.0,1,306,15,3/24,20.40,6.37,19.2,0,0
327,DS Airee (NEPAL),2018-2022,39,17,47.2,2,274,15,4/18,18.26,5.78,18.9,2,0
328,KS Airee (NEPAL),2021-2022,10,10,34.1,0,222,15,3/15,14.80,6.49,13.6,0,0
329,C Campher (IRE),2021-2022,12,12,41.1,2,330,15,4/25,22.00,8.01,16.4,2,0
330,PKD Chase (IRE),2018-2019,12,12,41.5,0,416,15,4/35,27.73,9.94,16.7,1,0
331,N Pradeep (SL),2016-2021,16,16,46.2,0,436,15,4/25,29.06,9.41,18.5,1,0
332,P Florin (ROM),2019-2021,16,14,23.3,0,182,15,3/14,12.13,7.74,9.4,0,0
333,Ghulam Ahmadi (GER),2021-2022,18,18,70.1,5,342,15,4/5,22.80,4.87,28.0,1,0
334,AJ Hosein (WI),2021-2022,20,17,59.0,0,423,15,4/30,28.20,7.16,23.6,1,0
335,Imran Anwar (BHR),2019-2022,17,17,57.3,3,413,15,2/9,27.53,7.18,23.0,0,0
336,Junaid Aziz (BHR),2020-2022,12,9,19.0,0,144,15,5/5,9.60,7.57,7.6,0,1
337,Kaleemullah (OMA),2017-2022,18,18,57.1,3,386,15,2/5,25.73,6.75,22.8,0,0
338,KS Leverock (BMUDA),2019-2021,18,13,42.4,0,330,15,4/28,22.00,7.73,17.0,1,0
339,GF Linde (SA),2020-2021,14,14,48.0,0,340,15,3/23,22.66,7.08,19.2,0,0
340,MR Marsh (AUS),2011-2021,36,20,40.0,0,306,15,3/24,20.40,7.65,16.0,0,0
341,KH Pandya (INDIA),2018-2021,19,19,68.2,1,554,15,4/36,36.93,8.10,27.3,1,0
342,WA Peatfield (GUE),2019-2022,13,13,47.0,0,292,15,3/23,19.46,6.21,18.8,0,0
343,SM Pollock (SA),2005-2008,12,11,40.3,1,309,15,3/28,20.60,7.62,16.2,0,0
344,JA Richardson (AUS),2017-2022,16,16,58.0,0,484,15,2/20,32.26,8.34,23.2,0,0
345,MJG Rippon (NED),2013-2018,18,17,50.4,2,310,15,3/8,20.66,6.11,20.2,0,0
346,Sami Ullah (ROM),2020-2021,9,9,28.0,1,195,15,3/10,13.00,6.96,11.2,0,0
347,RP Singh (INDIA),2007-2009,10,9,33.0,0,225,15,4/13,15.00,6.81,13.2,1,0
348,S Thakor (TAN),2021-2021,10,10,37.0,3,199,15,3/14,13.26,5.37,14.8,0,0
349,DT Tiripano (ZIM),2016-2021,17,17,55.3,0,497,15,3/20,33.13,8.95,22.2,0,0
350,CR Woakes (ENG),2011-2021,16,16,54.3,1,427,15,2/23,28.46,7.83,21.8,0,0
351,Ahmed Wardak (GER),2019-2020,10,9,30.5,0,196,14,4/20,14.00,6.35,13.2,1,0
352,CJ Anderson (NZ),2012-2018,31,21,60.0,0,495,14,2/17,35.35,8.25,25.7,0,0
353,JC Archer (ENG),2019-2021,12,12,47.0,1,371,14,4/33,26.50,7.89,20.1,1,0
354,SKA Awiah (Ghana),2021-2021,11,9,25.0,0,179,14,5/23,12.78,7.16,10.7,0,1
355,Bashir Shah (DEN),2019-2021,9,9,32.0,1,172,14,3/6,12.28,5.37,13.7,0,0
356,Bilal Zalmai (Aut),2019-2021,8,7,26.0,1,137,14,4/12,9.78,5.26,11.1,1,0
357,CJ Chibhabha (ZIM),2006-2020,36,22,53.5,0,455,14,3/18,32.50,8.45,23.0,0,0
358,Delawar Khan (DEN),2019-2021,18,15,43.1,2,288,14,3/17,20.57,6.67,18.5,0,0
359,AC Douglas (BMUDA),2019-2021,16,7,22.2,0,142,14,5/18,10.14,6.35,9.5,0,1
360,GD Elliott (NZ/World),2009-2017,17,15,32.0,0,235,14,4/22,16.78,7.34,13.7,1,0
361,BC Fortuin (SA),2019-2021,13,13,41.0,1,270,14,3/16,19.28,6.58,17.5,0,0
362,AW Hawkins-Kay (JER),2019-2019,16,15,36.0,0,266,14,4/14,19.00,7.38,15.4,1,0
363,Junaid Siddiqui (CAN),2012-2022,20,20,64.1,4,345,14,3/10,24.64,5.37,27.5,0,0
364,Karim Sadiq (AFG),2010-2018,36,28,70.0,0,482,14,3/17,34.42,6.88,30.0,0,0
365,D Klein (GER),2020-2022,13,13,48.2,0,305,14,3/31,21.78,6.31,20.7,0,0
366,LC Le Tissier (GUE),2019-2020,10,10,39.0,0,224,14,3/17,16.00,5.74,16.7,0,0
367,Mirwais Ashraf (AFG),2010-2016,25,22,65.2,1,444,14,2/6,31.71,6.79,28.0,0,0
368,KV Morea (PNG),2021-2022,8,8,28.0,0,234,14,4/29,16.71,8.35,12.0,2,0
369,GBW Munaweera (QAT),2019-2021,16,16,49.0,0,353,14,2/18,25.21,7.20,21.0,0,0
370,A Nanda (LUX),2019-2021,8,8,26.2,0,165,14,5/6,11.78,6.26,11.2,0,1
371,O Harvey (Ghana),2021-2021,11,11,38.0,0,203,14,3/12,14.50,5.34,16.2,0,0
372,Raza Iqbal (NOR),2019-2022,13,12,43.0,0,225,14,2/13,16.07,5.23,18.4,0,0
373,EB Ringera (KENYA),2019-2021,13,10,35.2,0,234,14,4/16,16.71,6.62,15.1,2,0
374,Saber Zakhil (Belg),2019-2021,15,14,45.2,0,287,14,3/20,20.50,6.33,19.4,0,0
375,Salman Nazar (CAN),2021-2022,7,7,26.0,0,152,14,3/8,10.85,5.84,11.1,0,0
376,G Sesay (SLE),2021-2021,10,9,24.3,0,143,14,4/11,10.21,5.83,10.5,1,0
377,R Shepherd (WI),2020-2022,17,14,44.5,0,503,14,3/59,35.92,11.21,19.2,0,0
378,MR Swart (NED),2012-2016,26,20,53.0,1,351,14,2/8,25.07,6.62,22.7,0,0
379,P Taylor (CZK-R),2019-2021,11,10,32.0,0,257,14,4/28,18.35,8.03,13.7,1,0
380,M Theekshana (SL),2021-2022,15,15,56.0,0,359,14,3/17,25.64,6.41,24.0,0,0
381,JD Unadkat (INDIA),2016-2018,10,10,34.4,0,301,14,3/38,21.50,8.68,14.8,0,0
382,KK Ahmed (INDIA),2018-2019,14,14,52.0,1,459,13,2/27,35.30,8.82,24.0,0,0
383,Amjad Sher (Fin),2019-2021,9,9,34.0,3,169,13,3/14,13.00,4.97,15.6,0,0
384,KS Bagabena (Ghana),2019-2021,15,15,36.1,1,275,13,5/9,21.15,7.60,16.6,0,1
385,DT Christian (AUS),2010-2021,23,21,46.3,0,398,13,3/27,30.61,8.55,21.4,0,0
386,SR Clark (AUS),2006-2007,9,9,36.0,0,237,13,4/20,18.23,6.58,16.6,1,0
387,CJ Dala (SA),2018-2021,10,10,32.0,1,307,13,3/35,23.61,9.59,14.7,0,0
388,DR Hooper (GUE),2019-2022,13,13,45.2,0,319,13,3/5,24.53,7.03,20.9,0,0
389,JK Kamande (KENYA),2007-2010,12,10,34.2,1,212,13,3/28,16.30,6.17,15.8,0,0
390,Khizar Hayat (MAL),2020-2021,11,11,39.0,0,299,13,5/4,23.00,7.66,18.0,0,1
391,H Lakov (BUL),2019-2021,18,17,61.5,2,468,13,2/8,36.00,7.56,28.5,0,0
392,A Mansale (VAN),2019-2019,14,10,26.0,0,176,13,3/13,13.53,6.76,12.0,0,0
393,Mohammad Asif (PAK),2006-2010,11,11,42.5,1,343,13,4/18,26.38,8.00,19.7,1,0
394,Mohamed Mahfooz (Mald),2019-2021,15,15,48.5,1,340,13,2/14,26.15,6.96,22.5,0,0
395,Mohammad Shahzad (UAE),2015-2017,20,19,48.1,0,411,13,3/34,31.61,8.53,22.2,0,0
396,M Mooketsi (BOT),2019-2021,11,11,41.0,1,283,13,3/17,21.76,6.90,18.9,0,0
397,Muhammad Wafiq (MAL),2019-2022,11,11,41.4,1,329,13,3/10,25.30,7.89,19.2,0,0
398,M Muralidaran (SL),2006-2010,12,12,47.0,0,297,13,3/29,22.84,6.31,21.6,0,0
399,TJ Murtagh (IRE),2012-2016,14,14,44.4,0,324,13,3/23,24.92,7.25,20.6,0,0
400,GH O'Brien (BMUDA),2008-2019,11,11,38.3,2,232,13,2/11,17.84,6.02,17.7,0,0
401,AR Patel (INDIA),2015-2021,15,15,53.0,0,355,13,3/9,27.30,6.69,24.4,0,0
402,YK Pathan (INDIA),2007-2012,22,17,50.5,0,438,13,2/22,33.69,8.61,23.4,0,0
403,RW Price (ZIM),2008-2012,16,16,61.3,4,378,13,2/6,29.07,6.14,28.3,0,0
404,SK Raina (INDIA),2006-2018,78,27,58.1,0,442,13,2/6,34.00,7.59,26.8,0,0
405,Raja Adeel (ESP),2019-2022,12,12,40.0,1,175,13,2/15,13.46,4.37,18.4,0,0
406,DMW Rawlins (BMUDA),2019-2021,17,17,60.0,0,421,13,2/18,32.38,7.01,27.6,0,0
407,NA Saini (INDIA),2019-2021,11,9,32.5,1,235,13,3/17,18.07,7.15,15.1,0,0
408,B Shikongo (NAM),2019-2022,17,16,41.0,0,247,13,2/4,19.00,6.02,18.9,0,0
409,Sikandar Raza (ZIM),2013-2021,42,32,69.0,0,571,13,2/7,43.92,8.27,31.8,0,0
410,S Snater (NED),2018-2019,13,12,34.5,0,337,13,3/42,25.92,9.67,16.0,0,0
411,RN ten Doeschate (NED),2008-2021,24,10,35.0,0,245,13,3/23,18.84,7.00,16.1,0,0
412,Usman Shinwari (PAK),2013-2019,16,16,51.0,0,424,13,3/31,32.61,8.31,23.5,0,0
413,C Waiswa (UGA),2019-2021,10,10,29.0,0,255,13,4/38,19.61,8.79,13.3,1,0
414,BTJ Wheal (SCOT),2016-2021,14,14,47.2,0,404,13,3/20,31.07,8.53,21.8,0,0
415,SA Ahmad (DEN),2019-2021,11,9,32.0,3,134,12,3/9,11.16,4.18,16.0,0,0
416,Amar Sharma (MLT),2020-2021,20,19,67.3,0,541,12,3/23,45.08,8.01,33.7,0,0
417,Aminul Islam (BAN),2019-2021,10,10,31.2,0,238,12,3/34,19.83,7.59,15.6,0,0
418,Arafat Sunny (BAN),2014-2016,10,10,31.0,0,230,12,2/17,19.16,7.41,15.5,0,0
419,Atif Mehmood (ESP),2019-2021,12,12,38.1,0,219,12,2/14,18.25,5.73,19.0,0,0
420,G Bakiweyem (Ghana),2019-2021,12,12,37.4,1,268,12,3/28,22.33,7.11,18.8,0,0
421,Baljit Singh (ITA),2019-2021,9,8,26.0,0,139,12,4/20,11.58,5.34,13.0,1,0
422,J Bulele (MOZ),2019-2021,11,9,28.2,0,186,12,4/13,15.50,6.56,14.1,1,0
423,TS Chisoro (ZIM),2015-2020,14,14,53.0,1,368,12,3/17,30.66,6.94,26.5,0,0
424,F Damiao Couana (MOZ),2019-2021,11,9,31.5,2,230,12,5/19,19.16,7.22,15.9,0,1
425,C de Grandhomme (NZ),2012-2021,41,21,53.3,0,461,12,2/22,38.41,8.61,26.7,0,0
426,GDR Eranga (CAN),2019-2019,9,9,31.5,1,204,12,3/19,17.00,6.40,15.9,0,0
427,OD Hald (DEN),2019-2021,12,10,32.3,0,187,12,3/18,15.58,5.75,16.2,0,0
428,Haroon Arshad (HKG),2019-2020,17,15,32.0,1,223,12,5/16,18.58,6.96,16.0,1,1
429,JH Kallis (SA),2005-2012,25,19,46.0,1,333,12,4/15,27.75,7.23,23.0,1,0
430,Khalid Ahmadi (Belg),2020-2021,9,9,32.2,0,175,12,3/14,14.58,5.41,16.1,0,0
431,A Krishna (SGP),2019-2020,7,7,23.1,0,194,12,4/28,16.16,8.37,11.5,1,0
432,LS Livingstone (ENG),2017-2022,17,12,33.0,0,235,12,2/15,19.58,7.12,16.5,0,0
433,T Lungameni (NAM),2019-2022,12,12,37.0,2,243,12,3/30,20.25,6.56,18.5,0,0
434,N Madziva (ZIM),2015-2019,15,15,46.5,0,417,12,4/34,34.75,8.90,23.4,1,0
435,AD Mascarenhas (ENG),2007-2009,14,14,42.0,0,309,12,3/18,25.75,7.35,21.0,0,0
436,BMAJ Mendis (SL),2011-2018,22,14,35.0,0,249,12,3/24,20.75,7.11,17.5,0,0
437,Muhammad Kashif (KUW),2019-2021,17,12,32.0,1,271,12,3/30,22.58,8.46,16.0,0,0
438,D Muhumuza (UGA),2019-2022,27,16,38.4,1,257,12,5/13,21.41,6.64,19.3,0,1
439,J Mulder (IRE),2016-2017,8,8,29.0,0,192,12,4/16,16.00,6.62,14.5,1,0
440,JD Nel (SCOT),2007-2010,10,9,31.0,3,169,12,3/10,14.08,5.45,15.5,0,0
441,BDH Stevens (JER),2019-2019,17,14,40.2,0,249,12,3/17,20.75,6.17,20.1,0,0
442,JTS Sumerauer (JER),2019-2021,13,13,33.1,0,224,12,2/10,18.66,6.75,16.5,0,0
443,SO Tikolo (KENYA),2007-2013,15,10,28.2,0,168,12,4/2,14.00,5.92,14.1,1,0
444,S Vijayakumar (SGP),2019-2019,9,9,28.0,1,204,12,4/25,17.00,7.28,14.0,1,0
445,Vraj Patel (KENYA),2021-2021,8,8,28.0,2,119,12,5/12,9.91,4.25,14.0,0,1
446,Zulfiqar Babar (PAK),2013-2014,7,7,26.0,1,185,12,3/23,15.41,7.11,13.0,0,0
447,Abdur Rehman (PAK),2007-2013,8,8,26.0,0,192,11,2/7,17.45,7.38,14.1,0,0
448,Aftab Alam (AFG),2012-2018,12,12,40.5,0,324,11,2/23,29.45,7.93,22.2,0,0
449,Ali Masood (EST),2021-2021,6,6,18.1,0,114,11,3/19,10.36,6.27,9.9,0,0
450,Aqib Iqbal (Aut),2019-2021,12,11,39.0,0,244,11,5/5,22.18,6.25,21.2,0,1
451,Asif Bevinje (ROM),2020-2021,6,6,21.0,0,160,11,5/30,14.54,7.61,11.4,0,1
452,DA Blignaut (GER),2021-2022,16,13,29.4,0,213,11,4/18,19.36,7.17,16.1,1,0
453,S Davizi (CZK-R),2019-2021,13,6,14.2,0,124,11,4/15,11.27,8.65,7.8,1,0
454,N Dutta (CAN),2019-2019,11,11,39.0,0,253,11,2/12,23.00,6.48,21.2,0,0
455,GC Galanis (GRC),2019-2021,6,6,16.1,2,126,11,3/17,11.45,7.79,8.8,0,0
456,H Gori (CZK-R),2019-2020,11,11,35.0,0,218,11,3/13,19.81,6.22,19.0,0,0
457,Hassan Mehmood (SWE),2021-2021,5,5,16.0,1,115,11,5/14,10.45,7.18,8.7,0,1
458,Ijaz Hussain (ROM),2019-2021,10,10,27.4,0,221,11,2/19,20.09,7.98,15.0,0,0
459,Ilyas Ahmed (KUW),2019-2020,7,7,24.0,0,184,11,3/17,16.72,7.66,13.0,0,0
460,Irfan Ahmed (HKG),2014-2015,8,8,27.0,0,190,11,3/11,17.27,7.03,14.7,0,0
461,C Karunaratne (SL),2021-2022,22,21,60.5,0,481,11,2/22,43.72,7.90,33.1,0,0
462,Kashif Daud (UAE),2021-2022,12,12,36.0,0,257,11,4/32,23.36,7.13,19.6,1,0
463,RK Kiseto (TAN),2021-2021,8,8,30.0,2,192,11,4/17,17.45,6.40,16.3,1,0
464,NSK Mehta (Belg),2020-2021,9,9,35.0,0,237,11,2/15,21.54,6.77,19.0,0,0
465,KP Meiyappan (UAE),2021-2022,7,7,20.0,0,160,11,4/25,14.54,8.00,10.9,1,0
466,NO Miller (WI),2009-2014,9,9,31.4,0,224,11,2/20,20.36,7.07,17.2,0,0
467,TS Mills (ENG/ICC),2016-2022,12,12,41.4,1,339,11,3/27,30.81,8.13,22.7,0,0
468,A Morris (Caym),2019-2022,8,8,29.0,1,153,11,4/26,13.90,5.27,15.8,1,0
469,Muhamad Syahadat (MAL),2019-2022,11,8,21.0,0,127,11,3/7,11.54,6.04,11.4,0,0
470,Naveed Ahmed (CZK-R),2019-2021,17,13,30.0,0,244,11,3/10,22.18,8.13,16.3,0,0
471,SN Netravalkar (USA),2019-2021,15,15,44.3,1,289,11,3/33,26.27,6.49,24.2,0,0
472,SH Obed (VAN),2019-2019,12,9,28.0,0,190,11,3/23,17.27,6.78,15.2,0,0
473,NM Odhiambo (KENYA),2010-2021,23,14,41.0,0,319,11,3/30,29.00,7.78,22.3,0,0
474,TM Odoyo (KENYA),2007-2013,11,10,36.0,0,170,11,3/17,15.45,4.72,19.6,0,0
475,AY Patel (NZ),2018-2021,7,7,26.0,0,118,11,4/16,10.72,4.53,14.1,1,0
476,HV Patel (INDIA),2021-2022,8,8,29.0,0,247,11,3/22,22.45,8.51,15.8,0,0
477,TK Patel (USA),2019-2019,7,6,22.0,0,146,11,4/27,13.27,6.63,12.0,1,0
478,A Rangaswamy (BOT),2019-2021,8,8,23.4,2,142,11,4/21,12.90,6.00,12.9,1,0
479,V Saini (ROM),2020-2021,12,12,38.3,0,272,11,4/12,24.72,7.06,21.0,1,0
480,Sajid Liaqat (GER),2019-2021,5,5,19.4,0,156,11,3/24,14.18,7.93,10.7,0,0
481,MP Stoinis (AUS),2015-2022,41,22,53.2,0,449,11,2/27,40.81,8.41,29.0,0,0
482,MJ Swepson (AUS),2018-2021,7,7,23.0,0,173,11,3/12,15.72,7.52,12.5,0,0
483,S Vashisht (ROM),2019-2021,12,12,40.1,2,217,11,4/22,19.72,5.40,21.9,1,0
484,TC Vine (ESP),2019-2022,11,10,26.0,0,208,11,4/28,18.90,8.00,14.1,1,0
485,Waheed Ahmed (UAE),2019-2020,15,14,37.0,0,257,11,3/21,23.36,6.94,20.1,0,0
486,MH Yardy (ENG),2006-2011,14,13,46.0,0,299,11,2/19,27.18,6.50,25.0,0,0
487,Abdul Majid (BHR),2020-2021,6,6,21.0,0,119,10,4/23,11.90,5.66,12.6,1,0
488,CM Akachukwu (NGA),2019-2021,15,15,34.2,2,258,10,2/8,25.80,7.51,20.6,0,0
489,Anwar Ali (PAK),2008-2016,16,15,44.1,0,367,10,2/27,36.70,8.30,26.5,0,0
490,P Arrighi (Arg),2019-2019,5,5,19.0,2,84,10,5/4,8.40,4.42,11.4,0,1
491,L Balaji (INDIA),2012-2012,5,5,16.0,0,121,10,3/19,12.10,7.56,9.6,0,0
492,HK Bennett (NZ),2020-2021,11,11,35.5,0,331,10,3/54,33.10,9.23,21.5,0,0
493,HL Carlyon (JER),2019-2021,15,9,25.0,0,124,10,3/15,12.40,4.96,15.0,0,0
494,K Christie (HKG),2019-2019,11,11,39.0,0,292,10,2/23,29.20,7.48,23.4,0,0
495,PC Connell (IRE),2008-2010,9,8,25.3,1,156,10,3/8,15.60,6.11,15.3,0,0
496,WJ Cope (LUX),2020-2021,12,12,37.0,0,268,10,4/18,26.80,7.24,22.2,1,0
497,JC Darji (TAN),2021-2021,7,5,16.5,2,69,10,4/7,6.90,4.09,10.1,2,0
498,XJ Doherty (AUS),2012-2013,11,11,38.0,0,300,10,3/20,30.00,7.89,22.8,0,0
499,B Fernando (SL),2015-2022,9,9,31.2,0,259,10,2/12,25.90,8.26,18.8,0,0
500,MR Gillespie (NZ),2006-2008,11,10,35.0,3,255,10,4/7,25.50,7.28,21.0,1,0
501,K Gore (USA),2019-2021,8,8,25.0,2,124,10,3/5,12.40,4.96,15.0,0,0
502,PD Hennessy (ESP),2019-2021,13,7,17.0,1,118,10,3/27,11.80,6.94,10.2,0,0
503,RM Hira (NZ),2012-2013,15,13,42.2,1,337,10,2/42,33.70,7.96,25.4,0,0
504,IG Holland (USA),2021-2021,6,6,23.0,3,89,10,2/3,8.90,3.86,13.8,0,0
505,JR Hopes (AUS),2005-2010,12,12,37.0,0,283,10,2/26,28.30,7.64,22.2,0,0
506,J Hurley (Arg),2019-2021,7,7,26.0,1,144,10,3/13,14.40,5.53,15.6,0,0
507,AF Ifill (Caym),2019-2022,11,11,35.4,2,244,10,2/12,24.40,6.84,21.4,0,0
508,JF Mooney (IRE),2009-2015,27,10,26.0,1,176,10,2/7,17.60,6.76,15.6,0,0
